Instance : rat195.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	2412	2614	2505.45
2	2375	2509	2443.72
3	2352	2449	2400.22
4	2337	2418	2370.01
5	2328	2380	2351.51
6	2328	2362	2341.09
7	2327	2352	2334.7
8	2324	2341	2330.95
9	2324	2336	2329.05
10	2324	2330	2328.2
11	2324	2329	2327.78
12	2324	2329	2327.47
13	2324	2328	2326.98
14	2324	2328	2326.28
15	2324	2328	2325.28
16	2324	2328	2324.34
17	2324	2328	2324.02
18	2324	2324	2324
trial...2
gene	min	max	ave
1	2416	2595	2502.09
2	2379	2501	2441.17
3	2356	2455	2398.57
4	2337	2422	2369.86
5	2332	2378	2351.38
6	2325	2368	2340.55
7	2323	2349	2334.82
8	2323	2341	2330.73
9	2323	2334	2328.18
10	2323	2331	2326.19
11	2323	2329	2324.51
12	2323	2329	2323.34
13	2323	2323	2323
trial...3
gene	min	max	ave
1	2404	2606	2501.11
2	2368	2528	2441.43
3	2347	2444	2397.51
4	2339	2406	2369.59
5	2331	2382	2352.16
6	2329	2365	2341.54
7	2328	2352	2334.84
8	2328	2343	2331.03
9	2328	2334	2329.55
10	2328	2331	2328.93
11	2328	2331	2328.47
12	2328	2329	2328.2
13	2328	2329	2328.02
14	2328	2328	2328
trial...4
gene	min	max	ave
1	2420	2590	2500.05
2	2380	2498	2439.32
3	2357	2438	2399.47
4	2337	2414	2372.45
5	2326	2386	2353.72
6	2325	2364	2342.39
7	2323	2355	2335.34
8	2323	2345	2331.21
9	2323	2335	2328.64
10	2323	2332	2326.78
11	2323	2329	2325.01
12	2323	2329	2323.68
13	2323	2329	2323.11
14	2323	2323	2323
trial...5
gene	min	max	ave
1	2423	2599	2502.28
2	2369	2516	2439.19
3	2351	2447	2398.32
4	2344	2401	2370.95
5	2334	2379	2353.3
6	2329	2364	2342.69
7	2328	2350	2336.8
8	2328	2343	2332.64
9	2323	2338	2330.18
10	2323	2333	2328.8
11	2323	2331	2328.28
12	2323	2329	2327.89
13	2323	2329	2327.49
14	2323	2328	2327
15	2323	2328	2326.15
16	2323	2328	2325
17	2323	2328	2323.97
18	2323	2328	2323.15
19	2323	2323	2323
trial...6
gene	min	max	ave
1	2423	2600	2501.4
2	2383	2506	2439.93
3	2353	2445	2396.83
4	2336	2408	2367.25
5	2328	2375	2349.42
6	2323	2359	2338.79
7	2323	2346	2333.26
8	2323	2337	2329.47
9	2323	2335	2327.11
10	2323	2331	2325.22
11	2323	2329	2323.72
12	2323	2328	2323.18
13	2323	2328	2323.03
14	2323	2323	2323
trial...7
gene	min	max	ave
1	2405	2618	2498.83
2	2380	2493	2439.53
3	2357	2454	2399.94
4	2343	2410	2372.79
5	2329	2385	2354.8
6	2325	2367	2342.59
7	2323	2357	2334.96
8	2323	2345	2330.68
9	2323	2344	2328.24
10	2323	2331	2326.22
11	2323	2330	2324.61
12	2323	2328	2323.43
13	2323	2324	2323.01
14	2323	2323	2323
trial...8
gene	min	max	ave
1	2419	2591	2500.91
2	2384	2513	2438.66
3	2357	2451	2396.55
4	2341	2410	2368.76
5	2329	2378	2351.5
6	2329	2359	2341.3
7	2324	2348	2335.36
8	2323	2343	2331.43
9	2323	2338	2328.99
10	2323	2332	2327.57
11	2323	2329	2326.3
12	2323	2329	2324.87
13	2323	2329	2323.61
14	2323	2328	2323.05
