Instance : pr299.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	49461	54110	51697
2	49140	52071	50544.5
3	48764	50566	49710.5
4	48512	49854	49126.8
5	48380	49229	48756.9
6	48225	48894	48516.4
7	48195	48641	48357.1
8	48191	48445	48266
9	48191	48353	48216.1
10	48191	48253	48195.4
11	48191	48197	48191.6
12	48191	48197	48191
13	48191	48191	48191
trial...2
gene	min	max	ave
1	49702	53642	51615
2	49055	51968	50393.5
3	48658	50812	49585.2
4	48454	49759	49013.6
5	48295	49351	48677
6	48241	48810	48447.5
7	48195	48451	48307.8
8	48191	48374	48238.6
9	48191	48289	48203.4
10	48191	48241	48192.2
11	48191	48223	48191.2
12	48191	48191	48191
trial...3
gene	min	max	ave
1	49660	53947	51682.3
2	49276	51933	50455.5
3	48771	50761	49613.8
4	48560	49822	49029.8
5	48221	49066	48659.4
6	48202	48729	48427.6
7	48191	48577	48287.1
8	48191	48357	48218.1
9	48191	48248	48196.4
10	48191	48197	48192.2
11	48191	48197	48191.2
12	48191	48191	48191
trial...4
gene	min	max	ave
1	50011	54065	51612.2
2	48900	51897	50397.2
3	48633	50855	49585.2
4	48467	49779	49040.4
5	48265	49379	48658.9
6	48195	48893	48438.7
7	48191	48469	48292.8
8	48191	48385	48222.6
9	48191	48279	48195.7
10	48191	48223	48191.2
11	48191	48191	48191
trial...5
gene	min	max	ave
1	49610	53462	51697.6
2	49259	51859	50413.6
3	48778	50710	49574.2
4	48497	50016	48991.4
5	48264	49270	48639.7
6	48233	48815	48411.5
7	48191	48502	48277.7
8	48191	48383	48213.3
9	48191	48241	48194.9
10	48191	48197	48191.6
11	48191	48197	48191.1
12	48191	48191	48191
trial...6
gene	min	max	ave
1	49713	53454	51637
2	49113	51845	50458.1
3	48857	50555	49638.6
4	48351	49764	49091.4
5	48250	49217	48741.1
6	48194	48783	48513.4
7	48191	48599	48360
8	48191	48428	48265.8
9	48191	48356	48218.4
10	48191	48272	48196.6
11	48191	48223	48191.4
12	48191	48191	48191
trial...7
gene	min	max	ave
1	49753	53761	51621.8
2	49277	52286	50439.1
3	48822	50828	49614.7
4	48419	50324	49070.9
5	48358	49264	48719.2
6	48255	48774	48492.5
7	48195	48594	48361.1
8	48191	48446	48271.4
9	48191	48324	48221.9
10	48191	48265	48198.7
11	48191	48241	48192.1
12	48191	48197	48191
13	48191	48191	48191
trial...8
gene	min	max	ave
