Instance : eil51.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	428	455	439.58
2	427	443	433.475
3	426	438	430.29
4	426	433	428.415
5	426	432	427.23
6	426	429	426.73
7	426	427	426.39
8	426	427	426.14
9	426	427	426.015
10	426	426	426
trial...2
gene	min	max	ave
1	428	456	440.16
2	426	446	433.765
3	426	435	430.705
4	426	433	428.905
5	426	432	427.535
6	426	431	426.695
7	426	428	426.205
8	426	427	426.035
9	426	426	426
trial...3
gene	min	max	ave
1	426	456	439.99
2	426	447	433.935
3	426	440	430.33
4	426	434	428.23
5	426	431	426.935
6	426	428	426.405
7	426	427	426.135
8	426	427	426.02
9	426	427	426.005
10	426	426	426
trial...4
gene	min	max	ave
1	428	458	438.97
2	426	443	433.42
3	426	438	430.295
4	426	433	428.465
5	426	432	427.29
6	426	429	426.59
7	426	428	426.22
8	426	427	426.025
9	426	426	426
trial...5
gene	min	max	ave
1	427	456	439.935
2	427	446	433.62
3	426	437	430.52
4	426	434	428.305
5	426	431	427.125
6	426	429	426.545
7	426	428	426.215
8	426	427	426.05
9	426	426	426
trial...6
gene	min	max	ave
1	428	455	439.18
2	427	443	433.575
3	426	438	430.265
4	426	433	428.415
5	426	431	427.18
6	426	429	426.505
7	426	428	426.16
8	426	427	426.04
9	426	426	426
trial...7
gene	min	max	ave
1	428	457	439.385
2	426	442	432.935
3	426	435	429.965
4	426	433	428.14
5	426	430	427.01
6	426	428	426.495
7	426	427	426.19
8	426	427	426.055
9	426	426	426
trial...8
gene	min	max	ave
1	427	459	440.01
2	426	452	433.935
3	426	439	430.135
4	426	434	427.905
5	426	433	426.795
6	426	428	426.265
7	426	427	426.04
8	426	426	426
trial...9
gene	min	max	ave
1	427	459	440.215
2	426	444	433.94
3	426	438	430.505
4	426	433	428.485
5	426	431	427.255
6	426	429	426.615
7	426	428	426.23
8	426	427	426.04
9	426	426	426
trial...10
gene	min	max	ave
1	427	463	439.94
2	426	444	433.435
3	426	438	430.08
4	426	435	428.26
5	426	431	427.04
6	426	428	426.625
7	426	427	426.34
8	426	427	426.115
9	426	427	426.005
10	426	426	426
trial...11
gene	min	max	ave
1	426	457	439.935
2	426	442	433.515
3	426	439	430.235
4	426	433	428.03
5	426	432	426.755
6	426	429	426.24
7	426	427	426.015
8	426	426	426
trial...12
gene	min	max	ave
1	427	453	439.775
2	426	444	433.595
3	426	440	430.46
4	426	437	428.3
5	426	432	427.08
6	426	429	426.455
7	426	428	426.145
8	426	427	426.015
9	426	426	426
trial...13
gene	min	max	ave
1	427	464	439.195
2	426	450	433.43
3	426	441	430.32
4	426	432	428.43
5	426	432	427.23
6	426	429	426.66
7	426	428	426.325
8	426	427	426.09
9	426	427	426.02
10	426	426	426
trial...14
gene	min	max	ave
1	426	455	439.61
2	426	446	433.635
3	426	439	430.315
4	426	435	428.44
5	426	432	427.125
6	426	430	426.46
7	426	427	426.14
8	426	427	426.015
9	426	426	426
trial...15
gene	min	max	ave
1	427	455	439.16
2	426	447	433.285
3	426	436	430.035
4	426	433	428.075
5	426	431	426.845
6	426	428	426.25
7	426	427	426.04
8	426	426	426
trial...16
gene	min	max	ave
1	427	460	440.42
2	426	446	433.72
3	426	437	430.175
4	426	434	428.23
5	426	431	427.23
6	426	428	426.71
7	426	428	426.365
8	426	427	426.135
9	426	427	426.015
10	426	426	426
trial...17
gene	min	max	ave
1	427	452	439.09
2	427	447	433.465
3	426	438	430.28
4	426	435	428.44
5	426	430	427.3
6	426	429	426.69
7	426	427	426.345
8	426	427	426.105
9	426	426	426
trial...18
gene	min	max	ave
1	427	457	439.77
2	426	444	433.815
3	426	438	430.49
4	426	433	428.15
5	426	432	426.935
6	426	428	426.485
7	426	427	426.2
8	426	427	426.03
9	426	426	426
trial...19
gene	min	max	ave
1	426	460	439.92
2	426	444	433.67
3	426	438	430.22
4	426	435	428.075
5	426	431	426.905
6	426	429	426.45
7	426	427	426.175
8	426	427	426.025
9	426	426	426
trial...20
gene	min	max	ave
1	428	457	439.475
2	427	443	433.53
3	426	438	430.16
4	426	434	428.35
5	426	432	427.11
6	426	428	426.455
7	426	428	426.16
8	426	427	426.02
9	426	426	426
opt count : 0
opt average : 426
convergence generation : 9.1
