Instance : rat99.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	1231	1350	1288.45
2	1217	1313	1255.44
3	1212	1270	1233.61
4	1211	1246	1219.88
5	1211	1226	1214.22
6	1211	1218	1212.35
7	1211	1213	1211.62
8	1211	1212	1211.29
9	1211	1212	1211.09
10	1211	1212	1211.01
11	1211	1211	1211
trial...2
gene	min	max	ave
1	1227	1348	1285.24
2	1212	1296	1253.56
3	1211	1268	1231.83
4	1211	1251	1218.66
5	1211	1223	1213.38
6	1211	1218	1212.23
7	1211	1218	1211.92
8	1211	1212	1211.77
9	1211	1212	1211.58
10	1211	1212	1211.32
11	1211	1212	1211.1
12	1211	1212	1211.01
13	1211	1211	1211
trial...3
gene	min	max	ave
1	1232	1356	1288.68
2	1212	1302	1256.65
3	1211	1263	1233.89
4	1211	1250	1219.88
5	1211	1227	1213.67
6	1211	1218	1211.85
7	1211	1213	1211.38
8	1211	1212	1211.12
9	1211	1212	1211.02
10	1211	1211	1211
trial...4
gene	min	max	ave
1	1237	1345	1288.72
2	1217	1304	1256.05
3	1211	1277	1233.35
4	1211	1247	1221.09
5	1211	1226	1214.94
6	1211	1222	1212.58
7	1211	1213	1211.8
8	1211	1212	1211.51
9	1211	1212	1211.23
10	1211	1212	1211.06
11	1211	1211	1211
trial...5
gene	min	max	ave
1	1229	1340	1288.14
2	1218	1298	1254.52
3	1212	1276	1232.48
4	1211	1241	1219.52
5	1211	1225	1214.35
6	1211	1220	1212.47
7	1211	1215	1211.62
8	1211	1214	1211.28
9	1211	1212	1211.09
10	1211	1212	1211.01
11	1211	1211	1211
trial...6
gene	min	max	ave
1	1233	1356	1288.51
2	1215	1298	1256.82
3	1212	1274	1236.03
4	1211	1251	1220.63
5	1211	1231	1213.99
6	1211	1218	1212.12
7	1211	1213	1211.6
8	1211	1213	1211.3
9	1211	1212	1211.1
10	1211	1212	1211.01
11	1211	1211	1211
trial...7
gene	min	max	ave
1	1225	1339	1290.66
2	1211	1316	1257.07
3	1211	1277	1235.14
4	1211	1253	1221.36
5	1211	1227	1214.86
6	1211	1220	1212.86
7	1211	1218	1211.91
8	1211	1213	1211.46
9	1211	1212	1211.2
10	1211	1212	1211.05
11	1211	1211	1211
trial...8
gene	min	max	ave
1	1224	1339	1289.71
2	1218	1302	1260.23
3	1212	1281	1238.91
