Instance : gr666.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	3261	3457	3329.05
2	3221	3332	3268.55
3	3156	3285	3222.74
4	3143	3234	3186.86
5	3118	3198	3159.1
6	3110	3163	3136.89
7	3094	3142	3118.07
8	3085	3123	3103.94
9	3081	3108	3093.22
10	3074	3094	3084.87
11	3069	3087	3078.39
12	3067	3080	3073.49
13	3064	3075	3069.59
14	3063	3072	3066.69
15	3062	3068	3064.83
16	3062	3066	3063.91
17	3062	3065	3063.31
18	3062	3064	3062.99
19	3062	3063	3062.89
20	3062	3063	3062.78
21	3062	3063	3062.62
22	3062	3063	3062.38
23	3062	3063	3062.16
24	3062	3063	3062.01
25	3062	3063	3062.01
26	3062	3062	3062
trial...2
gene	min	max	ave
1	3238	3466	3326.28
2	3198	3371	3265.95
3	3163	3286	3220.44
4	3145	3232	3184.57
5	3118	3194	3156.08
6	3106	3161	3133.75
7	3095	3140	3116.43
8	3088	3120	3102.87
9	3079	3105	3092.03
10	3075	3093	3084.03
11	3070	3087	3078.26
12	3067	3080	3073.82
13	3065	3076	3069.96
14	3063	3072	3067.14
15	3063	3069	3065.35
16	3063	3066	3064.28
17	3063	3065	3063.61
18	3063	3065	3063.17
19	3063	3064	3063.01
20	3063	3063	3063
trial...3
gene	min	max	ave
1	3224	3426	3324.5
2	3181	3330	3265.6
3	3159	3269	3219.2
4	3135	3223	3182.16
5	3121	3184	3152.44
6	3097	3159	3129.06
7	3092	3134	3111.89
8	3085	3113	3099.32
9	3075	3101	3089.36
10	3071	3091	3081.47
11	3067	3083	3075.64
12	3064	3078	3071.3
13	3064	3074	3067.85
14	3063	3070	3065.15
15	3062	3068	3063.78
16	3062	3064	3063.06
17	3062	3064	3062.68
18	3062	3063	3062.41
19	3062	3063	3062.13
20	3062	3063	3062.01
21	3062	3062	3062
trial...4
gene	min	max	ave
1	3222	3434	3326.55
2	3189	3339	3266.2
3	3165	3270	3220.53
4	3151	3225	3185.19
5	3126	3193	3157.76
6	3114	3161	3135.69
7	3101	3137	3118.44
8	3093	3124	3104.98
9	3085	3106	3094.8
10	3074	3098	3086.17
11	3068	3086	3079.45
12	3066	3082	3074.67
13	3065	3076	3070.59
14	3063	3072	3067.36
15	3063	3071	3065.06
16	3062	3066	3063.64
17	3062	3065	3063.11
18	3062	3064	3062.93
19	3062	3063	3062.85
20	3062	3063	3062.74
21	3062	3063	3062.55
22	3062	3063	3062.28
23	3062	3063	3062.07
24	3062	3062	3062
trial...5
gene	min	max	ave
1	3220	3406	3323.54
2	3194	3338	3264.32
3	3148	3279	3218.81
4	3136	3234	3184.53
5	3122	3189	3156.13
6	3112	3158	3133.78
7	3100	3145	3117.17
8	3089	3119	3103.99
9	3082	3108	3093.45
10	3077	3100	3085.75
11	3073	3091	3079.74
12	3069	3082	3074.97
13	3067	3076	3071.2
14	3065	3072	3068.65
15	3064	3070	3067.05
16	3063	3068	3065.95
17	3063	3068	3065.19
18	3063	3067	3064.41
19	3063	3066	3063.69
20	3063	3065	3063.26
21	3063	3064	3063.03
22	3063	3063	3063
trial...6
gene	min	max	ave
1	3228	3427	3327.91
2	3181	3321	3267.07
3	3161	3278	3222.56
4	3148	3233	3186.18
5	3129	3190	3156.95
6	3106	3162	3134.55
7	3100	3138	3117.45
8	3087	3121	3104.59
9	3081	3106	3094.45
10	3076	3096	3086.01
11	3071	3088	3079.47
12	3068	3081	3074.31
13	3064	3075	3069.97
14	3063	3072	3066.72
15	3063	3069	3064.39
16	3062	3067	3063.31
17	3062	3064	3062.95
18	3062	3063	3062.79
19	3062	3063	3062.61
20	3062	3063	3062.37
21	3062	3063	3062.15
22	3062	3063	3062.03
23	3062	3062	3062
trial...7
gene	min	max	ave
1	3234	3411	3329.61
2	3187	3326	3269.76
3	3155	3278	3225.14
4	3147	3234	3188.39
5	3129	3195	3159.27
6	3113	3159	3136.16
7	3097	3142	3118.34
8	3083	3119	3103.69
9	3076	3105	3093.11
10	3073	3097	3084.43
11	3070	3085	3078.19
12	3066	3080	3073.22
13	3065	3074	3069.76
14	3064	3071	3067.32
15	3063	3070	3065.68
16	3062	3067	3064.63
17	3062	3066	3063.91
18	3062	3065	3063.34
19	3062	3065	3062.85
20	3062	3064	3062.55
21	3062	3063	3062.28
22	3062	3063	3062.09
23	3062	3062	3062
trial...8
gene	min	max	ave
1	3239	3426	3323.72
2	3213	3340	3263.99
3	3176	3276	3221.11
4	3151	3230	3186.51
5	3125	3189	3158.49
6	3112	3166	3135.64
7	3099	3140	3117.65
