Instance : rat575.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	7199	7530	7367.77
2	7139	7382	7251.38
3	7050	7264	7162.02
4	6982	7169	7088.49
5	6923	7088	7029
6	6910	7040	6976.86
7	6878	6996	6933.4
8	6857	6935	6898.73
9	6830	6907	6867.93
10	6812	6875	6842.32
11	6797	6848	6822.2
12	6785	6833	6806.64
13	6781	6810	6795.2
14	6777	6802	6786.82
15	6775	6792	6781.23
16	6774	6784	6777.87
17	6774	6780	6776.15
18	6774	6778	6775.23
19	6774	6777	6774.71
20	6774	6775	6774.31
21	6774	6775	6774.1
22	6774	6775	6774.01
23	6774	6774	6774
trial...2
gene	min	max	ave
1	7213	7520	7363.65
2	7149	7345	7246.93
3	7075	7231	7158.31
4	7010	7157	7086.09
5	6948	7091	7025.4
6	6910	7046	6974.69
7	6869	6975	6932.4
8	6845	6956	6894.73
9	6820	6916	6862.81
10	6804	6873	6837.76
11	6793	6847	6818.28
12	6786	6824	6802.45
13	6777	6808	6790.97
14	6776	6795	6783.93
15	6775	6788	6779.59
16	6774	6782	6777.16
17	6774	6779	6775.74
18	6774	6777	6775.05
19	6773	6777	6774.69
20	6773	6775	6774.4
21	6773	6775	6774.05
22	6773	6775	6773.7
23	6773	6774	6773.38
24	6773	6774	6773.11
25	6773	6774	6773.02
26	6773	6773	6773
trial...3
gene	min	max	ave
1	7244	7486	7362.65
2	7163	7344	7249.34
3	7087	7256	7159.12
4	6989	7179	7087.82
5	6968	7099	7028.34
6	6915	7038	6979.35
7	6874	6992	6936.1
8	6850	6953	6899.44
9	6836	6903	6869.05
10	6814	6875	6844.88
11	6804	6850	6826.18
12	6792	6826	6810.79
13	6783	6815	6798.81
14	6780	6803	6790.07
15	6778	6794	6783.9
16	6776	6788	6780.21
17	6775	6782	6778.19
18	6775	6780	6777.15
19	6775	6778	6776.42
20	6775	6777	6775.73
21	6775	6777	6775.28
22	6775	6777	6775.06
23	6775	6775	6775
trial...4
gene	min	max	ave
1	7223	7488	7355.86
2	7121	7359	7239.61
3	7063	7279	7150.68
4	7021	7156	7082.5
5	6943	7083	7025.74
6	6912	7020	6978.27
7	6878	6980	6937.85
8	6845	6943	6902.29
9	6828	6923	6871.69
10	6807	6899	6846.61
11	6802	6857	6826.27
12	6789	6833	6810.1
13	6780	6812	6797.59
14	6778	6802	6788.77
15	6776	6792	6782.54
16	6776	6786	6778.66
17	6775	6780	6776.74
18	6775	6778	6776.04
19	6775	6776	6775.89
20	6775	6776	6775.8
21	6775	6776	6775.62
22	6775	6776	6775.41
23	6775	6776	6775.15
24	6775	6776	6775.03
25	6775	6775	6775
trial...5
gene	min	max	ave
1	7213	7496	7352.54
2	7139	7328	7241.59
3	7073	7244	7151.53
4	7021	7182	7080.81
5	6960	7093	7022.32
6	6912	7040	6973.11
7	6879	6978	6928.23
8	6853	6933	6890.35
9	6822	6908	6859.08
10	6811	6873	6833.98
11	6792	6844	6815.94
12	6786	6821	6801.9
13	6779	6809	6791.45
14	6775	6797	6783.58
15	6774	6787	6778.8
16	6773	6781	6776.5
17	6773	6779	6775.15
18	6773	6776	6774.3
19	6773	6775	6773.62
20	6773	6774	6773.2
21	6773	6774	6773.02
22	6773	6773	6773
trial...6
gene	min	max	ave
1	7199	7472	7351.91
2	7124	7349	7238.02
3	7078	7239	7151.55
4	7001	7136	7081.12
5	6950	7077	7022.66
6	6902	7035	6972.15
7	6882	6984	6929.53
8	6846	6947	6893.11
9	6825	6909	6864.28
10	6806	6867	6840.77
11	6799	6848	6821.6
12	6791	6828	6807.07
13	6783	6814	6795.93
14	6777	6800	6787.65
15	6775	6790	6781.99
16	6775	6785	6778.39
17	6774	6780	6776.22
18	6774	6777	6775.09
19	6774	6775	6774.8
20	6774	6775	6774.66
21	6774	6775	6774.43
22	6774	6775	6774.19
23	6774	6775	6774.06
24	6774	6775	6774.01
25	6774	6774	6774
trial...7
gene	min	max	ave
1	7239	7562	7364.41
2	7128	7356	7247.65
3	7073	7254	7158.06
4	6977	7144	7081.94
5	6938	7085	7022.98
6	6910	7024	6971.57
7	6858	6998	6929.65
8	6841	6951	6891.76
9	6812	6910	6860.62
10	6797	6865	6837.17
11	6795	6839	6819
12	6786	6823	6804.52
13	6779	6810	6793.72
14	6778	6797	6785.9
15	6775	6790	6780.74
16	6775	6783	6778.01
17	6775	6780	6776.47
18	6774	6779	6775.48
19	6773	6777	6774.91
20	6773	6775	6774.61
21	6773	6775	6774.32
22	6773	6775	6773.91
23	6773	6775	6773.49
24	6773	6774	6773.2
25	6773	6774	6773.03
26	6773	6773	6773
trial...8
gene	min	max	ave
1	7211	7560	7352.56
2	7134	7333	7237.15
3	7058	7223	7149.85
4	6987	7164	7078.58
5	6950	7080	7020.39
6	6901	7022	6973.96
7	6886	6984	6932.81
8	6845	6946	6896.99
9	6825	6912	6866.48
10	6810	6880	6839.79
11	6789	6855	6819.59
12	6783	6827	6804.38
13	6782	6813	6793.01
14	6777	6800	6784.65
15	6776	6790	6779.69
16	6775	6783	6777.47
17	6774	6778	6776.35
18	6774	6777	6775.75
19	6774	6777	6775.32
20	6774	6776	6774.94
21	6774	6776	6774.56
22	6774	6775	6774.23
23	6774	6775	6774.05
24	6774	6775	6774.01
25	6774	6774	6774
trial...9
gene	min	max	ave
1	7254	7481	7362.05
2	7130	7339	7247.94
3	7066	7262	7155.2
4	7002	7156	7084.83
5	6966	7091	7024.82
6	6923	7024	6975.6
7	6873	6996	6933.69
8	6849	6944	6898.38
9	6821	6915	6868.31
10	6801	6889	6843.47
11	6792	6854	6823.39
12	6785	6831	6806.97
13	6781	6812	6795.29
14	6778	6798	6786.72
15	6776	6791	6781.43
16	6775	6788	6778.32
17	6775	6781	6776.56
18	6774	6779	6775.76
19	6774	6776	6775.28
20	6774	6776	6774.84
21	6774	6776	6774.48
22	6774	6775	6774.18
23	6774	6775	6774.04
24	6774	6774	6774
trial...10
gene	min	max	ave
1	7228	7514	7355.98
2	7134	7349	7240.73
3	7078	7229	7152.52
4	6995	7145	7081.14
5	6955	7080	7023.64
6	6920	7034	6973.7
7	6875	6972	6932.22
8	6849	6937	6894.49
9	6818	6901	6863.1
10	6806	6873	6837.31
11	6799	6844	6818.98
12	6782	6829	6804.44
13	6779	6807	6793.12
14	6778	6796	6785.66
15	6776	6788	6781.1
16	6775	6784	6778.31
17	6775	6781	6776.85
18	6775	6778	6775.91
19	6774	6777	6775.23
20	6773	6777	6774.95
21	6773	6775	6774.81
22	6773	6775	6774.63
23	6773	6775	6774.32
24	6773	6775	6773.86
25	6773	6775	6773.39
26	6773	6774	6773.1
27	6773	6773	6773
trial...11
gene	min	max	ave
1	7233	7504	7363.73
2	7160	7357	7248.11
3	7035	7234	7155.2
4	6983	7164	7082.66
5	6954	7087	7022.6
6	6914	7029	6975.22
7	6872	6984	6934.28
8	6849	6940	6899.56
9	6814	6909	6869.44
10	6801	6877	6843.31
11	6795	6865	6822.22
12	6785	6831	6805.89
13	6780	6810	6794.36
14	6778	6801	6785.84
15	6777	6790	6781.03
16	6776	6784	6778.41
17	6775	6779	6777.18
18	6774	6778	6776.47
19	6774	6778	6775.91
20	6774	6777	6775.56
21	6774	6776	6775.19
22	6774	6776	6774.81
23	6774	6775	6774.51
24	6774	6775	6774.24
25	6774	6775	6774.06
26	6774	6774	6774
trial...12
gene	min	max	ave
1	7224	7559	7362.77
2	7154	7366	7246.44
3	7077	7235	7157.56
4	7001	7152	7085.69
5	6955	7090	7024.76
6	6923	7031	6974.73
7	6875	6997	6930.99
8	6850	6937	6893.94
9	6819	6903	6863.65
10	6805	6872	6839.57
11	6799	6842	6820.97
12	6784	6829	6806.62
13	6782	6809	6795.76
14	6779	6802	6787.18
15	6776	6796	6781.98
16	6775	6785	6778.53
17	6774	6780	6776.67
18	6774	6778	6775.72
19	6774	6777	6774.97
20	6774	6777	6774.39
21	6774	6775	6774.08
22	6774	6775	6774.01
23	6774	6774	6774
trial...13
gene	min	max	ave
1	7175	7495	7352.78
2	7114	7352	7240.27
3	7056	7241	7151.9
4	6985	7167	7080.35
5	6948	7092	7021.71
6	6906	7049	6972.79
7	6868	6997	6929.69
8	6835	6937	6892.65
9	6825	6908	6863.11
10	6804	6867	6838.41
11	6796	6842	6819.45
12	6788	6824	6804.51
13	6782	6810	6793.61
14	6777	6799	6786.38
15	6775	6789	6781.69
16	6775	6783	6778.61
17	6774	6781	6776.76
18	6774	6779	6775.57
19	6773	6777	6774.91
20	6773	6776	6774.53
21	6773	6775	6774.23
22	6773	6775	6773.97
23	6773	6775	6773.8
24	6773	6774	6773.63
25	6773	6774	6773.4
26	6773	6774	6773.16
27	6773	6774	6773.02
28	6773	6773	6773
trial...14
gene	min	max	ave
1	7235	7507	7360.52
2	7116	7385	7247.42
3	7051	7239	7157.24
4	6981	7160	7083.97
5	6905	7094	7024.81
6	6893	7027	6975.55
7	6881	6979	6933.28
8	6853	6939	6894.78
9	6832	6903	6864.07
10	6808	6867	6839.01
11	6796	6845	6818.69
12	6783	6824	6803.06
13	6777	6809	6791.93
14	6777	6797	6784.01
15	6776	6789	6779.46
16	6775	6783	6777.52
17	6775	6778	6776.6
18	6775	6778	6775.99
19	6775	6777	6775.48
20	6775	6777	6775.11
21	6775	6776	6775.01
22	6775	6775	6775
trial...15
gene	min	max	ave
1	7210	7494	7359.06
2	7124	7341	7241.41
3	7078	7227	7151.52
4	7009	7153	7077.93
5	6959	7082	7020.05
6	6908	7025	6971.13
7	6885	6985	6929.14
8	6841	6928	6893.94
9	6827	6900	6865.61
10	6810	6875	6841.81
11	6797	6845	6822.94
12	6792	6831	6808.65
13	6784	6814	6797.88
14	6777	6800	6789.56
15	6776	6794	6783.45
16	6775	6786	6779.4
17	6775	6782	6777.2
18	6774	6779	6776.12
19	6774	6778	6775.46
20	6773	6777	6774.99
21	6773	6776	6774.47
22	6773	6775	6773.98
23	6773	6775	6773.59
24	6773	6774	6773.27
25	6773	6774	6773.06
26	6773	6773	6773
trial...16
gene	min	max	ave
1	7149	7576	7353.89
2	7091	7337	7240.36
3	7044	7239	7150.76
4	6992	7161	7078.15
5	6941	7094	7018.98
6	6901	7026	6970.06
7	6844	6980	6926.45
8	6839	6944	6888.85
9	6817	6908	6858.06
10	6808	6868	6833.36
11	6796	6840	6816.41
12	6787	6825	6803.81
13	6783	6810	6794.39
14	6780	6801	6787.6
15	6776	6794	6782.73
16	6776	6786	6779.68
17	6776	6783	6778.23
18	6776	6780	6777.26
19	6775	6779	6776.52
20	6775	6778	6776.04
21	6775	6777	6775.82
22	6774	6776	6775.64
23	6774	6776	6775.38
24	6774	6776	6774.98
25	6774	6776	6774.6
26	6774	6776	6774.31
27	6774	6775	6774.07
28	6774	6775	6774.01
29	6774	6774	6774
trial...17
gene	min	max	ave
1	7250	7520	7363.2
2	7165	7348	7249.18
3	7061	7228	7161.38
4	7011	7159	7092.05
5	6956	7086	7033.42
6	6931	7053	6986.93
7	6890	6999	6946.5
8	6851	6966	6911.85
9	6829	6941	6880.35
10	6818	6894	6852.71
11	6796	6861	6830.53
12	6790	6833	6812.34
13	6782	6820	6798.35
14	6779	6809	6788.44
15	6776	6792	6782.16
16	6776	6783	6778.5
17	6775	6780	6776.81
18	6774	6778	6776.15
19	6774	6777	6775.74
20	6774	6776	6775.41
21	6774	6776	6775.05
22	6774	6776	6774.66
23	6774	6775	6774.36
24	6774	6775	6774.14
25	6774	6775	6774.02
26	6774	6774	6774
trial...18
gene	min	max	ave
1	7221	7518	7358.26
2	7149	7349	7242.1
3	7055	7235	7153.9
4	6991	7147	7081.9
5	6942	7106	7022.59
6	6912	7043	6973.39
7	6872	6995	6929.14
8	6849	6936	6892.23
9	6830	6903	6861.99
10	6809	6876	6838.4
11	6800	6852	6821.06
12	6788	6827	6806.81
13	6784	6811	6795.9
14	6777	6804	6788.02
15	6776	6794	6782.81
16	6775	6786	6779.27
17	6775	6781	6777.18
18	6774	6778	6775.82
19	6773	6777	6774.83
20	6773	6776	6774.24
21	6773	6775	6773.73
22	6773	6775	6773.32
23	6773	6774	6773.08
24	6773	6773	6773
trial...19
gene	min	max	ave
1	7235	7506	7364.36
2	7133	7360	7250.05
3	7074	7251	7160.53
4	7010	7190	7089.6
5	6951	7089	7030.64
6	6911	7038	6981.27
7	6883	6993	6939.73
8	6860	6955	6903.45
9	6831	6912	6872.56
10	6814	6877	6846.77
11	6798	6857	6826.44
12	6793	6836	6811.72
13	6784	6817	6800.5
14	6781	6803	6792.91
15	6779	6796	6787.6
16	6777	6792	6783.75
17	6776	6788	6780.77
18	6776	6784	6778.43
19	6775	6783	6777.05
20	6775	6779	6776.18
21	6775	6777	6775.7
22	6775	6776	6775.38
23	6775	6776	6775.1
24	6775	6776	6775.01
25	6775	6775	6775
trial...20
gene	min	max	ave
1	7198	7482	7357.8
2	7142	7343	7246.23
3	7074	7238	7157.07
4	6984	7151	7081.6
5	6951	7090	7021.56
6	6891	7034	6973.18
7	6879	6979	6932.19
8	6837	6936	6895.96
9	6820	6912	6866.09
10	6801	6888	6838.69
11	6790	6851	6817.11
12	6781	6828	6800.03
13	6779	6807	6788.03
14	6777	6791	6781.74
15	6777	6783	6778.95
16	6776	6780	6778.1
17	6776	6779	6777.56
18	6775	6779	6776.99
19	6775	6778	6776.44
20	6775	6778	6775.98
21	6775	6777	6775.73
