Instance : kroB100.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	22146	24087	23102.1
2	22141	23519	22646.8
3	22141	22891	22396.1
4	22141	22572	22259
5	22141	22356	22193.4
6	22141	22272	22158.2
7	22141	22220	22144
8	22141	22141	22141
trial...2
gene	min	max	ave
1	22244	24189	23082.1
2	22157	23232	22643.1
3	22141	22768	22385.7
4	22141	22530	22251.8
5	22141	22357	22188.3
6	22141	22273	22156.8
7	22141	22220	22142.5
8	22141	22141	22141
trial...3
gene	min	max	ave
1	22225	24051	23090
2	22190	23584	22639.8
3	22141	22828	22389
4	22141	22770	22245.8
5	22141	22456	22179.3
6	22141	22305	22151.8
7	22141	22200	22142.4
8	22141	22141	22141
trial...4
gene	min	max	ave
1	22251	24855	23114.3
2	22157	23357	22654.3
3	22141	23072	22406.7
4	22141	22640	22273.3
5	22141	22470	22190.7
6	22141	22278	22154.4
7	22141	22220	22143.3
8	22141	22141	22141
trial...5
gene	min	max	ave
1	22410	24421	23135.8
2	22157	23328	22659.9
3	22141	23218	22402.1
4	22141	22582	22258.2
5	22141	22368	22182.9
6	22141	22245	22151.3
7	22141	22193	22141.3
8	22141	22141	22141
trial...6
gene	min	max	ave
1	22263	24170	23119.4
2	22168	23355	22650
3	22141	22853	22384.3
4	22141	22650	22244.5
5	22141	22420	22185.6
6	22141	22258	22156.4
7	22141	22220	22144.4
8	22141	22141	22141
trial...7
gene	min	max	ave
1	22201	24262	23075
2	22141	23333	22618.8
3	22141	22981	22366.7
4	22141	22582	22234.8
5	22141	22348	22174.9
6	22141	22294	22148.8
7	22141	22141	22141
trial...8
gene	min	max	ave
1	22373	23914	23139.8
2	22158	23461	22674.2
3	22141	22947	22412.2
4	22141	22585	22263.2
5	22141	22417	22195.7
6	22141	22272	22163
7	22141	22220	22146.2
8	22141	22200	22141.9
9	22141	22141	22141
trial...9
gene	min	max	ave
1	22253	23888	23083.5
2	22157	23478	22653.2
3	22141	22847	22394.2
4	22141	22640	22253.1
5	22141	22364	22178
6	22141	22280	22149.2
7	22141	22199	22141.3
8	22141	22141	22141
trial...10
gene	min	max	ave
1	22236	24081	23112.1
2	22141	23383	22622.3
3	22141	22778	22359.7
4	22141	22549	22232.8
5	22141	22321	22169.4
6	22141	22220	22144.7
7	22141	22141	22141
trial...11
gene	min	max	ave
1	22311	24034	23050
2	22179	23273	22632.3
3	22141	22783	22362.5
4	22141	22507	22237.4
5	22141	22455	22166.8
6	22141	22239	22143.8
7	22141	22212	22141.4
8	22141	22141	22141
trial...12
gene	min	max	ave
1	22312	24324	23144.7
2	22157	23552	22692.6
3	22141	22932	22408.2
4	22141	22667	22262
5	22141	22347	22191.6
6	22141	22258	22156.6
7	22141	22237	22143.6
8	22141	22141	22141
trial...13
gene	min	max	ave
1	22299	24014	23126.2
2	22146	23767	22652.8
3	22141	22941	22401.6
4	22141	22624	22256.3
5	22141	22417	22188.7
6	22141	22278	22154.5
7	22141	22212	22142.3
8	22141	22141	22141
trial...14
gene	min	max	ave
1	22195	24248	23092.6
2	22141	23473	22675.1
3	22141	22808	22405.7
4	22141	22573	22255.7
5	22141	22402	22179.3
6	22141	22249	22151.2
7	22141	22190	22141.6
8	22141	22141	22141
trial...15
gene	min	max	ave
1	22251	24030	23052.8
2	22141	23331	22613.8
3	22141	22761	22378.1
4	22141	22520	22246.6
5	22141	22364	22182.4
6	22141	22220	22152
7	22141	22199	22142.2
8	22141	22141	22141
trial...16
gene	min	max	ave
1	22246	23894	23101.9
2	22163	23307	22648.6
3	22141	22903	22401.9
4	22141	22601	22269.3
5	22141	22424	22196.4
6	22141	22259	22161.1
7	22141	22220	22144.5
8	22141	22199	22141.3
9	22141	22141	22141
trial...17
gene	min	max	ave
1	22253	24055	23102.4
2	22141	23340	22615.4
3	22141	22800	22368.5
4	22141	22679	22235.3
5	22141	22369	22172.7
6	22141	22220	22147.4
7	22141	22199	22141.6
8	22141	22141	22141
trial...18
gene	min	max	ave
1	22258	24149	23102.2
2	22189	23577	22631.3
3	22141	22905	22372.9
4	22141	22567	22250
5	22141	22363	22185.1
6	22141	22257	22154.8
7	22141	22200	22142.2
8	22141	22141	22141
trial...19
gene	min	max	ave
1	22258	24201	23119
2	22141	23458	22627.8
3	22141	23038	22372
4	22141	22656	22232.1
5	22141	22411	22166
6	22141	22237	22144
7	22141	22141	22141
trial...20
gene	min	max	ave
1	22212	24521	23139.3
2	22141	23357	22662.4
3	22141	22993	22394.7
4	22141	22653	22260.7
5	22141	22477	22194.7
6	22141	22336	22158.6
7	22141	22237	22143.9
8	22141	22141	22141
opt count : 0
opt average : 22141
convergence generation : 7.95
