Instance : gr229.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	1670	1799	1722.72
2	1650	1738	1692.6
3	1643	1696	1668.56
4	1631	1674	1651.41
5	1627	1662	1639.83
6	1625	1647	1631.88
7	1624	1640	1627.53
8	1624	1631	1625.29
9	1624	1627	1624.2
10	1624	1625	1624.01
11	1624	1624	1624
trial...2
gene	min	max	ave
1	1659	1789	1719.72
2	1646	1742	1687.17
3	1638	1695	1664.24
4	1632	1666	1647.6
5	1628	1651	1637.81
6	1625	1641	1631.31
7	1624	1633	1627.36
8	1624	1629	1625.31
9	1624	1627	1624.37
10	1624	1625	1624.05
11	1624	1624	1624
trial...3
gene	min	max	ave
1	1664	1833	1722.86
2	1652	1744	1688.75
3	1639	1702	1666.1
4	1631	1678	1649.74
5	1627	1661	1639.17
6	1624	1646	1632.11
7	1624	1634	1627.68
8	1624	1630	1625.36
9	1624	1628	1624.38
10	1624	1625	1624.04
11	1624	1624	1624
trial...4
gene	min	max	ave
1	1670	1792	1726.68
2	1646	1754	1692.52
3	1641	1708	1667.51
4	1632	1679	1649.51
5	1625	1658	1638.36
6	1624	1642	1631.14
7	1624	1634	1626.79
8	1624	1629	1624.66
9	1624	1626	1624.12
10	1624	1625	1624.01
11	1624	1624	1624
trial...5
gene	min	max	ave
1	1668	1803	1723.85
2	1652	1758	1690.3
3	1643	1698	1667.81
4	1634	1678	1651.12
5	1630	1660	1639.64
6	1627	1644	1632.27
7	1624	1634	1627.96
8	1624	1630	1625.62
9	1624	1627	1624.49
10	1624	1625	1624.07
11	1624	1625	1624.01
12	1624	1624	1624
trial...6
gene	min	max	ave
1	1681	1836	1727.03
2	1661	1736	1694.35
3	1647	1706	1672.05
4	1640	1677	1655.21
5	1633	1659	1642.94
6	1628	1647	1635.24
7	1625	1639	1630.03
8	1624	1633	1626.77
9	1624	1629	1625.1
10	1624	1626	1624.32
11	1624	1625	1624.05
12	1624	1624	1624
trial...7
gene	min	max	ave
1	1671	1796	1721.82
2	1652	1743	1688.28
3	1637	1708	1665.42
4	1634	1675	1649.52
5	1628	1656	1638.41
6	1625	1642	1631.1
7	1624	1634	1627.09
8	1624	1629	1625
9	1624	1626	1624.18
10	1624	1625	1624.02
11	1624	1624	1624
trial...8
gene	min	max	ave
1	1659	1795	1722.73
2	1649	1755	1690.11
3	1637	1693	1666.72
4	1630	1674	1650.06
5	1628	1658	1639.19
6	1624	1643	1631.53
7	1624	1634	1626.99
8	1624	1629	1625.01
9	1624	1626	1624.33
10	1624	1625	1624.07
11	1624	1625	1624.01
12	1624	1624	1624
trial...9
gene	min	max	ave
1	1682	1804	1723.48
2	1653	1734	1689.64
3	1645	1698	1666.75
4	1633	1673	1650.29
5	1626	1654	1638.76
6	1626	1645	1631.95
7	1624	1638	1627.64
8	1624	1629	1625.48
9	1624	1627	1624.4
10	1624	1625	1624.03
11	1624	1625	1624.01
12	1624	1624	1624
trial...10
gene	min	max	ave
1	1676	1815	1723.14
2	1657	1761	1690.84
3	1642	1699	1668.21
4	1638	1674	1652.17
5	1628	1659	1641.35
6	1625	1643	1633.88
7	1624	1636	1629.41
8	1624	1632	1626.63
9	1624	1629	1624.97
10	1624	1627	1624.22
11	1624	1625	1624.02
12	1624	1624	1624
trial...11
gene	min	max	ave
1	1672	1800	1722.6
2	1652	1731	1690.43
3	1644	1702	1667.8
4	1638	1674	1650.6
5	1627	1657	1638.95
6	1625	1647	1631.49
7	1624	1636	1627.2
8	1624	1630	1625.15
9	1624	1626	1624.31
10	1624	1626	1624.04
11	1624	1624	1624
trial...12
gene	min	max	ave
1	1671	1794	1721.08
2	1652	1730	1688.25
3	1639	1692	1664.14
4	1632	1674	1647.75
5	1627	1654	1636.96
6	1625	1644	1630.04
7	1624	1631	1626.23
8	1624	1629	1624.58
9	1624	1626	1624.06
10	1624	1625	1624.01
11	1624	1624	1624
trial...13
gene	min	max	ave
1	1664	1817	1723.36
2	1645	1733	1688.98
3	1640	1688	1665.62
4	1633	1672	1649.74
5	1627	1655	1638.82
6	1625	1641	1631.8
7	1624	1634	1627.8
8	1624	1630	1626.05
9	1624	1628	1624.98
10	1624	1627	1624.34
11	1624	1626	1624.05
12	1624	1624	1624
trial...14
gene	min	max	ave
1	1662	1786	1722.62
2	1647	1740	1689.83
3	1639	1705	1666.44
