Instance : ch130.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	6211	6717	6441.48
2	6136	6508	6311.64
3	6110	6384	6233.25
4	6110	6303	6187.16
5	6110	6239	6159.37
6	6110	6199	6139.06
7	6110	6169	6123.61
8	6110	6144	6114.39
9	6110	6128	6110.67
10	6110	6110	6110
trial...2
gene	min	max	ave
1	6202	6829	6426.88
2	6156	6465	6298.3
3	6118	6383	6226.49
4	6110	6275	6182.62
5	6110	6207	6155.19
6	6110	6183	6135.97
7	6110	6169	6122.6
8	6110	6134	6115.07
9	6110	6128	6111.15
10	6110	6124	6110.07
11	6110	6110	6110
trial...3
gene	min	max	ave
1	6223	6778	6425.89
2	6184	6590	6300.95
3	6129	6441	6226.69
4	6110	6279	6180.64
5	6110	6220	6153.76
6	6110	6176	6135.56
7	6110	6159	6123.8
8	6110	6133	6117.17
9	6110	6131	6112.31
10	6110	6126	6110.51
11	6110	6110	6110
trial...4
gene	min	max	ave
1	6207	6737	6433.56
2	6178	6519	6304.07
3	6148	6318	6228.19
4	6121	6266	6184.52
5	6110	6239	6158.49
6	6110	6181	6139.36
7	6110	6167	6126.01
8	6110	6142	6116.15
9	6110	6129	6111.23
10	6110	6124	6110.1
11	6110	6110	6110
trial...5
gene	min	max	ave
1	6242	6713	6423.18
2	6159	6484	6296.44
3	6117	6343	6223.74
4	6110	6274	6180.48
5	6110	6208	6150.77
6	6110	6186	6131.57
7	6110	6154	6119.54
8	6110	6131	6113.33
9	6110	6128	6110.44
10	6110	6110	6110
trial...6
gene	min	max	ave
1	6170	6758	6400.35
2	6133	6501	6276.11
3	6121	6317	6209.08
4	6113	6267	6170.11
5	6110	6200	6147.52
6	6110	6194	6129.47
7	6110	6141	6118.34
8	6110	6133	6112.99
9	6110	6131	6110.32
10	6110	6124	6110.07
11	6110	6110	6110
trial...7
gene	min	max	ave
1	6188	6712	6433.02
2	6134	6533	6311.14
3	6127	6353	6228.66
4	6110	6275	6186.85
5	6110	6215	6157.19
6	6110	6181	6135.31
7	6110	6159	6121.57
8	6110	6136	6114.2
9	6110	6124	6111
10	6110	6113	6110.03
11	6110	6110	6110
trial...8
gene	min	max	ave
1	6232	6717	6433.73
2	6164	6521	6305.99
3	6116	6354	6227.36
4	6116	6276	6185.56
5	6113	6249	6160.23
6	6110	6181	6143.47
7	6110	6174	6129.98
