Instance : gr120.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	1656	1756	1701.42
2	1628	1717	1670.27
3	1619	1686	1649.85
4	1610	1660	1635.38
5	1609	1645	1624.6
6	1609	1635	1616.97
7	1609	1627	1612.04
8	1609	1621	1609.44
9	1609	1610	1609.02
10	1609	1609	1609
trial...2
gene	min	max	ave
1	1640	1776	1702.34
2	1625	1713	1669.49
3	1609	1692	1647.42
4	1609	1658	1631.21
5	1609	1637	1619.74
6	1609	1627	1612.88
7	1609	1619	1609.52
8	1609	1614	1609.05
9	1609	1609	1609
trial...3
gene	min	max	ave
1	1654	1775	1701.44
2	1626	1714	1668.9
3	1614	1673	1646.56
4	1610	1656	1631.43
5	1609	1641	1620.97
6	1609	1638	1613.78
7	1609	1625	1609.89
8	1609	1612	1609.16
9	1609	1610	1609.02
10	1609	1609	1609
trial...4
gene	min	max	ave
1	1646	1786	1702.56
2	1630	1716	1670.1
3	1617	1684	1648.81
4	1610	1668	1633.99
5	1609	1649	1623.21
6	1609	1635	1615.48
7	1609	1626	1610.97
8	1609	1622	1609.34
9	1609	1610	1609.01
10	1609	1609	1609
trial...5
gene	min	max	ave
1	1640	1768	1701.45
2	1627	1724	1669.14
3	1615	1686	1648.31
4	1611	1659	1633.85
5	1609	1650	1622.45
6	1609	1637	1614.37
7	1609	1629	1610.51
8	1609	1622	1609.13
9	1609	1609	1609
trial...6
gene	min	max	ave
1	1654	1757	1700.46
2	1634	1706	1667.56
3	1615	1680	1647.22
4	1613	1660	1631.87
5	1609	1640	1621.87
6	1609	1630	1615.05
7	1609	1627	1611.04
8	1609	1622	1609.31
9	1609	1610	1609.01
10	1609	1609	1609
trial...7
gene	min	max	ave
1	1649	1768	1702.67
2	1636	1709	1670.48
3	1615	1690	1647.99
4	1610	1662	1633.2
5	1609	1646	1621.81
6	1609	1632	1614.6
7	1609	1626	1610.22
8	1609	1619	1609.15
9	1609	1610	1609.01
10	1609	1609	1609
trial...8
gene	min	max	ave
1	1646	1746	1700.37
2	1635	1707	1667.39
3	1619	1676	1646.66
4	1609	1662	1631.94
5	1609	1644	1621.36
6	1609	1628	1614.77
7	1609	1623	1610.92
8	1609	1621	1609.42
9	1609	1610	1609.01
10	1609	1609	1609
trial...9
gene	min	max	ave
1	1640	1773	1702.38
2	1628	1717	1669.45
3	1618	1682	1648.76
4	1611	1656	1634.98
5	1609	1644	1622.9
6	1609	1630	1615.38
7	1609	1625	1610.91
8	1609	1621	1609.09
9	1609	1609	1609
trial...10
gene	min	max	ave
1	1647	1764	1699.24
2	1623	1710	1667.11
3	1612	1676	1646.38
4	1609	1657	1629.9
5	1609	1644	1618.15
6	1609	1634	1611.48
7	1609	1622	1609.56
8	1609	1610	1609.08
9	1609	1609	1609
trial...11
gene	min	max	ave
1	1659	1760	1702.98
2	1634	1724	1670.98
3	1613	1674	1649.59
4	1609	1656	1634.58
5	1609	1645	1624.03
6	1609	1630	1616.04
7	1609	1623	1611.24
8	1609	1621	1609.37
9	1609	1609	1609
trial...12
gene	min	max	ave
1	1638	1772	1705.06
2	1634	1711	1672.74
3	1617	1684	1651.11
4	1616	1661	1634.85
5	1609	1647	1622.69
6	1609	1633	1614.35
7	1609	1625	1610.14
8	1609	1615	1609.17
9	1609	1610	1609.02
10	1609	1609	1609
trial...13
gene	min	max	ave
1	1636	1767	1701.15
2	1631	1709	1669.16
3	1619	1676	1648.02
4	1610	1663	1633.14
5	1609	1650	1622.32
6	1609	1633	1614.39
7	1609	1625	1610.38
8	1609	1622	1609.18
9	1609	1610	1609.01
10	1609	1609	1609
trial...14
gene	min	max	ave
1	1647	1791	1701.92
2	1619	1705	1670.01
3	1610	1679	1648.39
4	1609	1662	1632.21
5	1609	1650	1621.31
6	1609	1632	1614.05
7	1609	1625	1610.21
8	1609	1624	1609.2
9	1609	1611	1609.01
10	1609	1609	1609
trial...15
gene	min	max	ave
1	1649	1785	1702.78
2	1617	1728	1670.41
3	1615	1676	1647.62
4	1609	1659	1631.77
5	1609	1638	1620.4
6	1609	1627	1613.81
7	1609	1623	1610.53
8	1609	1619	1609.22
9	1609	1610	1609.02
10	1609	1609	1609
trial...16
gene	min	max	ave
1	1660	1758	1702.37
2	1630	1722	1670.9
3	1613	1686	1650.08
4	1612	1657	1635.88
5	1610	1646	1625
6	1609	1633	1617.96
7	1609	1626	1613.12
8	1609	1621	1609.95
9	1609	1610	1609.05
10	1609	1609	1609
trial...17
gene	min	max	ave
1	1654	1796	1704.05
2	1630	1707	1671.63
3	1617	1683	1649.41
4	1610	1662	1633.61
5	1609	1645	1621.76
6	1609	1635	1614.33
7	1609	1624	1610.45
8	1609	1611	1609.25
9	1609	1610	1609.03
10	1609	1609	1609
trial...18
gene	min	max	ave
1	1660	1759	1702.14
2	1636	1713	1669.89
3	1611	1682	1649.56
4	1609	1661	1633.85
5	1609	1646	1622.53
6	1609	1631	1615.04
7	1609	1626	1610.82
8	1609	1621	1609.17
9	1609	1610	1609.01
10	1609	1609	1609
trial...19
gene	min	max	ave
1	1623	1769	1697.98
2	1611	1715	1667.44
3	1609	1677	1645.01
4	1609	1652	1629.13
5	1609	1641	1618.35
6	1609	1629	1612.17
7	1609	1623	1609.65
8	1609	1610	1609.04
9	1609	1609	1609
trial...20
gene	min	max	ave
1	1654	1760	1703.25
2	1632	1715	1670.05
3	1617	1689	1645.86
4	1610	1658	1629.91
5	1609	1640	1618.7
6	1609	1626	1612.05
7	1609	1614	1609.56
8	1609	1610	1609.11
9	1609	1610	1609.01
10	1609	1609	1609
opt count : 0
opt average : 1609
convergence generation : 9.7
