Instance : pr136.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	98044	108593	102300
2	97734	102771	100015
3	96920	100913	98513.8
4	96781	99510	97591
5	96772	98228	97085.3
6	96772	97314	96881.2
7	96772	97009	96797.1
8	96772	96911	96779.6
9	96772	96790	96774.7
10	96772	96781	96772.4
11	96772	96781	96772
12	96772	96772	96772
trial...2
gene	min	max	ave
1	98859	105622	101913
2	97650	102769	99970.8
3	96974	101058	98602.3
4	96794	99876	97731.5
5	96772	98793	97227.3
6	96772	97477	96932.1
7	96772	97183	96816
8	96772	96970	96782.1
9	96772	96794	96775.1
10	96772	96781	96772.5
11	96772	96772	96772
trial...3
gene	min	max	ave
1	97525	106000	101961
2	97268	103349	99882.5
3	96916	100739	98455.6
4	96804	99423	97618.6
5	96772	98259	97123
6	96772	97740	96886.5
7	96772	97215	96797.1
8	96772	96794	96777.8
9	96772	96785	96774.9
10	96772	96781	96772.9
11	96772	96781	96772.1
12	96772	96772	96772
trial...4
gene	min	max	ave
1	98863	106269	102079
2	97621	102319	99935.1
3	97159	101285	98539.9
4	96794	99435	97649.1
5	96772	98253	97161
6	96772	97631	96922.8
7	96772	97157	96804.4
8	96772	96861	96775.5
9	96772	96772	96772
trial...5
gene	min	max	ave
1	98389	107839	102130
2	97332	103560	100123
3	96883	101468	98758.7
4	96883	100261	97834.5
5	96781	98778	97321
6	96772	97862	97040.3
7	96772	97329	96861.9
8	96772	96998	96787.1
9	96772	96785	96773.1
10	96772	96781	96772.2
11	96772	96772	96772
trial...6
gene	min	max	ave
1	97980	106754	102015
2	97437	103396	99970.5
3	96923	100643	98567.5
4	96794	99926	97705.7
5	96772	98491	97188.4
6	96772	97454	96917.7
7	96772	97142	96805.1
8	96772	96830	96778.7
9	96772	96790	96773.9
10	96772	96781	96772.3
11	96772	96772	96772
trial...7
gene	min	max	ave
1	97637	106536	102354
2	97149	103719	100284
3	97009	100933	98721.1
4	96870	99210	97782.7
5	96781	98657	97220.1
6	96772	97403	96965.3
7	96772	97192	96828.2
8	96772	96985	96779.4
9	96772	96785	96772.2
10	96772	96772	96772
trial...8
gene	min	max	ave
1	97611	106970	102364
2	97542	102777	100202
3	97157	101442	98780.9
4	96781	99684	97816
5	96781	98737	97276.5
6	96772	97400	96977.9
7	96772	97174	96826.9
8	96772	96920	96779.1
9	96772	96785	96772.9
10	96772	96781	96772
11	96772	96772	96772
trial...9
gene	min	max	ave
1	97465	106056	102191
2	97465	103658	100103
3	97055	101873	98610.5
4	96798	100004	97685.8
5	96781	98659	97166.8
6	96772	97353	96909.5
7	96772	97009	96804.3
8	96772	96920	96781
9	96772	96790	96774.1
10	96772	96781	96772.2
11	96772	96772	96772
trial...10
gene	min	max	ave
1	98457	106430	101980
2	97617	102865	99828.4
3	96874	100584	98483.3
4	96772	99256	97624.8
5	96772	97990	97143.7
6	96772	97603	96923.6
7	96772	97192	96809.4
8	96772	96979	96777
9	96772	96785	96772.5
10	96772	96772	96772
trial...11
gene	min	max	ave
1	98319	105308	102105
2	97555	103035	100090
3	97007	100882	98617.8
4	96785	99439	97638.6
5	96772	98098	97162.5
6	96772	97475	96933
7	96772	97355	96808
8	96772	96970	96777
9	96772	96785	96772.9
10	96772	96781	96772.1
11	96772	96772	96772
trial...12
gene	min	max	ave
1	98517	105998	102011
2	97601	102815	99925.4
3	96966	100851	98528
4	96798	99352	97670.8
5	96772	98101	97170.1
6	96772	97489	96939
7	96772	97124	96818.8
8	96772	96920	96786
9	96772	96794	96775.8
10	96772	96785	96772.6
11	96772	96781	96772
12	96772	96772	96772
trial...13
gene	min	max	ave
1	97613	105499	101903
2	97083	102832	99785.5
3	96861	100787	98453.7
4	96772	99389	97632.9
5	96772	98512	97169
6	96772	97352	96908.2
7	96772	97089	96797.7
8	96772	96861	96774.1
9	96772	96772	96772
trial...14
gene	min	max	ave
1	97784	107096	102011
2	97243	102968	99671.2
3	96915	101318	98327
4	96785	99384	97524.9
5	96772	98022	97085.6
6	96772	97355	96866.3
7	96772	97074	96789.1
8	96772	96785	96774.5
9	96772	96781	96772.6
10	96772	96772	96772
trial...15
gene	min	max	ave
1	98093	107590	102134
2	97222	103021	99960.9
3	97009	100633	98521.2
4	96781	99317	97640.4
5	96772	98349	97122.8
6	96772	97313	96893.4
7	96772	97076	96797
8	96772	96870	96776.3
9	96772	96785	96772.7
10	96772	96781	96772
11	96772	96772	96772
trial...16
gene	min	max	ave
1	97460	106033	102218
2	97212	103630	100053
3	96957	101447	98665.5
4	96830	99594	97747.1
5	96785	98438	97233.7
6	96772	97418	96972.2
7	96772	97204	96830.1
8	96772	96970	96780.1
9	96772	96790	96773.1
10	96772	96781	96772.1
11	96772	96772	96772
trial...17
gene	min	max	ave
1	98572	107010	102214
2	97302	104331	100026
3	97076	102350	98553.6
4	96798	99420	97643.1
5	96772	98086	97171.7
6	96772	97314	96939.3
7	96772	97170	96825.5
8	96772	96970	96785.7
9	96772	96798	96774.9
10	96772	96781	96772.5
11	96772	96781	96772
12	96772	96772	96772
trial...18
gene	min	max	ave
1	98591	106050	102285
2	97626	102470	99966.7
3	96920	100984	98588.8
4	96785	99721	97695.5
5	96785	98112	97153.6
6	96772	97477	96908.7
7	96772	97345	96803.7
8	96772	96876	96778.7
9	96772	96790	96774.5
10	96772	96781	96772.5
11	96772	96772	96772
trial...19
gene	min	max	ave
1	97621	106249	102034
2	97355	102739	99911.2
3	97019	101020	98540.3
4	96879	99711	97668.5
5	96781	98513	97203.8
6	96772	97477	96946.7
7	96772	97224	96826.5
8	96772	96920	96784.5
9	96772	96794	96776.2
10	96772	96785	96773
11	96772	96772	96772
trial...20
gene	min	max	ave
1	97849	106473	101969
2	97314	103148	99870.1
3	96874	101099	98429.3
4	96794	99327	97568.2
5	96772	98144	97094.8
6	96772	97268	96882.5
7	96772	97009	96794.8
8	96772	96920	96778.7
9	96772	96790	96773.4
10	96772	96781	96772.1
11	96772	96772	96772
opt count : 0
opt average : 96772
convergence generation : 10.85
