Instance : gr431.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	1985	2110	2030.38
2	1968	2041	1996.52
3	1939	2005	1972.05
4	1931	1974	1953.87
5	1925	1961	1940.36
6	1922	1941	1931.13
7	1918	1932	1924.23
8	1914	1925	1919.44
9	1911	1920	1915.69
10	1910	1917	1913.09
11	1910	1914	1911.22
12	1910	1913	1910.4
13	1910	1911	1910.07
14	1910	1911	1910.01
15	1910	1910	1910
trial...2
gene	min	max	ave
1	1983	2115	2033.57
2	1966	2038	1998.63
3	1950	2007	1973.96
4	1934	1978	1954.84
5	1928	1958	1941.61
6	1923	1946	1931.67
7	1917	1933	1924.67
8	1914	1928	1919.54
9	1912	1921	1915.69
10	1911	1917	1913.11
11	1910	1914	1911.34
12	1910	1912	1910.48
13	1910	1911	1910.08
14	1910	1910	1910
trial...3
gene	min	max	ave
1	1982	2136	2028.48
2	1961	2040	1994.08
3	1947	2004	1970.11
4	1932	1974	1952.24
5	1926	1957	1939.31
6	1917	1940	1930.56
7	1915	1931	1924.19
8	1914	1925	1919.38
9	1912	1920	1915.98
10	1910	1918	1913.57
11	1910	1914	1911.66
12	1910	1913	1910.64
13	1910	1911	1910.15
14	1910	1911	1910.02
15	1910	1910	1910
trial...4
gene	min	max	ave
1	1977	2117	2029.12
2	1956	2041	1994.98
3	1938	2000	1971.74
4	1936	1980	1954.02
5	1927	1955	1940.51
6	1923	1945	1931.32
7	1917	1936	1924.91
8	1916	1926	1919.94
9	1912	1921	1916.44
10	1911	1918	1913.99
11	1910	1916	1912.15
12	1910	1913	1910.92
13	1910	1912	1910.29
14	1910	1911	1910.03
15	1910	1910	1910
trial...5
gene	min	max	ave
1	1979	2129	2031.48
2	1958	2042	1997.53
3	1943	2002	1973.71
4	1936	1989	1955.85
5	1929	1970	1942.08
6	1924	1945	1932.27
7	1917	1935	1925.26
8	1912	1927	1920.22
9	1911	1921	1916.39
10	1910	1918	1913.51
11	1910	1915	1911.63
12	1910	1912	1910.63
13	1910	1912	1910.17
14	1910	1910	1910
trial...6
gene	min	max	ave
1	1971	2143	2029.67
2	1954	2042	1994.24
3	1942	2007	1970.28
4	1931	1978	1952.97
5	1924	1959	1940.03
6	1922	1945	1930.93
7	1916	1934	1924.26
8	1914	1926	1919.44
9	1912	1920	1915.81
10	1910	1916	1912.98
11	1910	1914	1911.31
12	1910	1913	1910.42
13	1910	1912	1910.08
14	1910	1910	1910
trial...7
gene	min	max	ave
1	1984	2121	2028.46
2	1962	2026	1996.21
3	1948	1995	1973.02
4	1939	1980	1955.2
5	1928	1959	1941.82
6	1921	1943	1931.78
7	1915	1933	1924.93
8	1913	1927	1920.05
9	1912	1922	1916.3
10	1911	1918	1913.68
11	1910	1915	1911.88
12	1910	1913	1910.92
13	1910	1912	1910.41
14	1910	1911	1910.11
15	1910	1911	1910.01
16	1910	1910	1910
trial...8
gene	min	max	ave
1	1984	2151	2030.13
2	1961	2031	1995.66
3	1950	2000	1972.65
4	1937	1973	1954.85
5	1929	1958	1942.09
6	1925	1945	1932.68
7	1919	1935	1925.95
8	1916	1930	1920.75
9	1912	1921	1917.01
10	1911	1918	1914.4
11	1910	1915	1912.4
12	1910	1913	1911.1
13	1910	1912	1910.36
14	1910	1911	1910.08
15	1910	1910	1910
trial...9
gene	min	max	ave
1	1982	2152	2028.31
2	1964	2039	1995.01
3	1947	2004	1971.64
4	1935	1974	1953.65
5	1928	1958	1940.77
6	1923	1945	1931.61
7	1918	1935	1925.09
8	1914	1926	1920.27
9	1912	1922	1916.41
10	1910	1919	1913.65
11	1910	1916	1911.67
12	1910	1913	1910.53
13	1910	1911	1910.12
14	1910	1911	1910.01
15	1910	1910	1910
trial...10
gene	min	max	ave
1	1973	2126	2030.24
2	1960	2033	1995.12
3	1951	2003	1971.74
4	1934	1981	1954.45
5	1928	1958	1941
6	1922	1947	1931.54
7	1917	1932	1924.54
8	1913	1926	1919.8
9	1912	1922	1916.46
10	1910	1918	1914.05
11	1910	1915	1912.2
12	1910	1914	1911.12
13	1910	1912	1910.54
14	1910	1911	1910.22
15	1910	1911	1910.05
16	1910	1911	1910.01
17	1910	1910	1910
trial...11
gene	min	max	ave
1	1964	2111	2026.58
2	1955	2042	1993.25
3	1944	1997	1969.11
4	1935	1974	1952.32
5	1925	1954	1940.01
6	1922	1942	1931.13
7	1916	1934	1924.17
8	1914	1925	1919.22
9	1912	1919	1915.62
10	1910	1917	1913.08
11	1910	1914	1911.52
12	1910	1913	1910.55
13	1910	1911	1910.11
14	1910	1911	1910.02
15	1910	1910	1910
trial...12
gene	min	max	ave
1	1992	2134	2032.88
2	1954	2038	1998.55
3	1947	2003	1973.98
4	1938	1979	1955.07
5	1928	1963	1942.12
6	1924	1945	1932.31
7	1918	1934	1925.11
8	1914	1927	1920.18
9	1912	1922	1916.52
10	1910	1917	1913.69
11	1910	1915	1911.84
12	1910	1913	1910.78
13	1910	1912	1910.19
14	1910	1911	1910.01
15	1910	1910	1910
trial...13
gene	min	max	ave
1	1970	2158	2029.86
2	1958	2042	1994.48
3	1945	2001	1970.62
4	1932	1971	1952.64
5	1925	1961	1939.98
6	1921	1940	1930.76
7	1916	1931	1923.82
8	1912	1926	1918.89
9	1911	1919	1915.25
10	1910	1916	1912.79
11	1910	1915	1911.15
12	1910	1912	1910.33
13	1910	1911	1910.06
14	1910	1910	1910
trial...14
gene	min	max	ave
1	1977	2153	2028.12
2	1960	2038	1995.32
3	1946	2001	1971.74
4	1932	1981	1954.04
5	1924	1955	1940.31
6	1920	1942	1930.62
7	1916	1934	1923.87
8	1913	1926	1918.98
9	1911	1920	1915.31
10	1910	1917	1912.8
11	1910	1914	1911.04
12	1910	1912	1910.29
13	1910	1911	1910.05
14	1910	1910	1910
trial...15
gene	min	max	ave
1	1985	2149	2035.67
2	1963	2052	1999.75
3	1946	2006	1974.88
4	1935	1989	1956.13
5	1928	1966	1941.89
6	1923	1947	1931.68
7	1918	1933	1924.85
8	1915	1927	1920.11
9	1912	1921	1916.23
10	1911	1917	1913.51
11	1910	1915	1911.65
12	1910	1913	1910.49
13	1910	1911	1910.06
14	1910	1910	1910
trial...16
gene	min	max	ave
1	1976	2154	2030.17
2	1959	2040	1995.33
3	1945	2001	1970.84
4	1935	1973	1952.94
5	1925	1954	1939.68
6	1921	1944	1930.43
7	1917	1932	1923.95
8	1913	1926	1919.16
9	1911	1920	1915.88
10	1910	1917	1913.44
11	1910	1915	1911.84
12	1910	1914	1910.89
13	1910	1912	1910.35
14	1910	1911	1910.1
15	1910	1911	1910.01
16	1910	1910	1910
trial...17
gene	min	max	ave
1	1978	2143	2035.51
2	1968	2059	1998.74
3	1949	2014	1973.89
4	1937	1979	1955.88
5	1929	1960	1942.47
6	1922	1945	1932.63
7	1918	1935	1925.36
8	1915	1926	1919.82
9	1912	1921	1915.96
10	1910	1918	1913.23
11	1910	1914	1911.44
12	1910	1912	1910.57
13	1910	1912	1910.16
14	1910	1911	1910.01
15	1910	1910	1910
trial...18
gene	min	max	ave
1	1974	2163	2032.28
2	1950	2041	1996.65
3	1945	2005	1972.29
4	1935	1983	1954.2
