Instance : u574.tsp
opt distance : 6773
trial : 20
generation : 100
population : 200
children : 100
trial...1
gene	min	max	ave
1	39201	40943	40029.3
2	38750	40076	39384.7
3	38370	39422	38906.5
4	38012	38954	38519.7
5	37734	38616	38201.6
6	37593	38231	37953
7	37440	38003	37719.3
8	37316	37798	37529.3
9	37204	37577	37375.9
10	37053	37422	37247
11	36995	37292	37145.4
12	36935	37208	37057.3
13	36924	37108	36987.3
14	36905	37050	36946.1
15	36905	36967	36926.3
16	36905	36938	36918.2
17	36905	36923	36913.7
18	36905	36922	36909.3
19	36905	36920	36906.3
20	36905	36918	36905.1
21	36905	36905	36905
trial...2
gene	min	max	ave
1	39032	40834	40060
2	38715	39933	39385.3
3	38391	39469	38890
4	38146	38878	38504.3
5	37803	38619	38189.7
6	37584	38230	37916.2
7	37365	37975	37690.6
8	37259	37767	37497.5
9	37144	37587	37338.4
10	37036	37405	37207.8
11	37011	37264	37112.3
12	36923	37162	37040.9
13	36923	37099	36992.2
14	36913	37029	36958
15	36911	36987	36937.8
16	36907	36963	36928.1
17	36907	36937	36922.8
18	36907	36935	36918.1
19	36907	36923	36913.8
20	36907	36922	36910.2
21	36907	36920	36907.7
22	36907	36908	36907
23	36907	36907	36907
trial...3
gene	min	max	ave
1	39096	40943	40061.3
2	38688	40104	39420.3
3	38228	39437	38921.7
4	37995	38976	38516.9
5	37733	38583	38202.3
6	37566	38295	37940.4
7	37353	37981	37713.1
8	37245	37855	37519.7
9	37161	37611	37361.3
10	37041	37434	37225.4
11	36973	37271	37113.1
12	36935	37162	37027.5
13	36913	37067	36970.4
14	36906	36994	36938
15	36905	36952	36919.3
16	36905	36933	36909
17	36905	36919	36905.5
18	36905	36906	36905.1
19	36905	36906	36905
20	36905	36905	36905
trial...4
gene	min	max	ave
1	39217	40987	40019.1
2	38680	40097	39376.3
3	38260	39656	38876.8
4	37964	38972	38474.7
5	37619	38484	38150.1
6	37447	38297	37887.2
7	37343	38030	37648.3
8	37147	37716	37460
9	37119	37495	37308.1
10	37046	37388	37190.7
11	36967	37231	37100.3
12	36924	37150	37030.3
13	36911	37056	36973.3
14	36905	36998	36931.6
15	36905	36969	36911
16	36905	36935	36905.9
17	36905	36911	36905
18	36905	36905	36905
trial...5
gene	min	max	ave
1	39156	40916	40068.8
2	38364	40246	39404.3
3	38140	39469	38903.8
4	38038	38943	38517.9
5	37775	38583	38201
6	37543	38219	37935
7	37428	37953	37712.7
8	37213	37754	37524.7
9	37128	37578	37360.9
10	37076	37464	37221.9
11	37002	37303	37113
12	36948	37135	37026.8
13	36911	37078	36972.1
14	36905	36989	36936.7
15	36905	36957	36916.2
16	36905	36930	36907.6
17	36905	36909	36905.3
18	36905	36906	36905
19	36905	36905	36905
trial...6
gene	min	max	ave
1	39031	41013	40046.1
2	38798	39994	39397.1
3	38339	39397	38912.1
4	38041	38894	38519.8
5	37714	38512	38167.9
6	37519	38298	37893.8
7	37356	38017	37655.6
8	37187	37747	37458.1
9	37070	37526	37293.4
10	37003	37330	37163.9
11	36946	37185	37067.1
12	36909	37096	36996.7
13	36906	37032	36942.9
14	36905	36977	36917
15	36905	36926	36906.6
16	36905	36908	36905.1
17	36905	36905	36905
trial...7
gene	min	max	ave
1	38887	41050	40034
2	38424	39964	39391
3	38308	39543	38879.3
4	38036	39057	38494
5	37697	38526	38164.6
6	37482	38167	37882
7	37311	37956	37653.1
8	37145	37740	37459.5
9	37082	37492	37304.8
10	37012	37343	37182.1
11	36990	37208	37092.4
12	36928	37121	37028.1
13	36906	37060	36982.9
14	36905	37009	36954.8
15	36905	36993	36936.4
16	36905	36969	36920.2
17	36905	36934	36911
18	36905	36924	36907.3
19	36905	36918	36905.2
20	36905	36905	36905
trial...8
gene	min	max	ave
1	39189	40895	40073.3
2	38800	40037	39409
3	38434	39368	38905.7
4	38110	39070	38516.6
5	37660	38558	38203.4
6	37392	38399	37953.1
7	37264	37981	37720.4
8	37191	37795	37545.6
9	37111	37622	37390.5
10	37034	37468	37257.2
11	37021	37355	37149.4
12	36952	37194	37067.2
13	36924	37112	37002.7
14	36908	37019	36954.8
15	36905	37006	36925.7
16	36905	36945	36911.8
17	36905	36928	36906.5
18	36905	36911	36905.1
19	36905	36905	36905
trial...9
gene	min	max	ave
1	39139	41012	40037.1
2	38855	39919	39370.9
3	38304	39293	38886.2
4	38111	38988	38509.3
5	37859	38611	38186.3
6	37618	38350	37919.6
7	37455	38050	37699.1
8	37235	37759	37511.3
9	37177	37572	37357.1
10	37110	37439	37237.5
11	37031	37252	37145.4
12	36992	37176	37078.4
13	36933	37113	37030.2
14	36922	37063	36998
15	36907	37025	36976.6
16	36907	36996	36962.4
17	36905	36975	36950.7
18	36905	36973	36940.8
19	36905	36958	36930.3
20	36905	36958	36918.3
21	36905	36945	36909.8
22	36905	36945	36905.6
23	36905	36907	36905
24	36905	36905	36905
trial...10
gene	min	max	ave
1	39129	40816	40044.2
2	38601	40356	39377.1
3	38305	39446	38870.5
4	37867	38887	38490.1
5	37688	38616	38173.5
6	37582	38258	37899
7	37325	37975	37666.3
8	37209	37831	37487.7
9	37105	37582	37331.9
10	37046	37363	37212.2
11	36953	37277	37120
12	36908	37150	37052.3
13	36907	37117	37002.3
14	36905	37040	36960.1
15	36905	37016	36933
16	36905	36957	36915.3
17	36905	36939	36907.5
18	36905	36907	36905.3
19	36905	36907	36905.1
20	36905	36905	36905
trial...11
gene	min	max	ave
1	39028	40833	39994.2
2	38580	39995	39338.5
3	38311	39544	38835.3
4	38008	38956	38459
5	37805	38559	38151.5
6	37613	38239	37892.8
7	37440	37997	37681.2
8	37242	37724	37500.5
9	37114	37556	37360.6
10	37014	37412	37244.4
11	36964	37316	37143.7
12	36929	37221	37057.2
13	36906	37113	36989.6
14	36905	37061	36941.9
15	36905	36989	36917.7
16	36905	36947	36909.4
17	36905	36920	36905.7
18	36905	36906	36905.1
19	36905	36906	36905
20	36905	36905	36905
trial...12
gene	min	max	ave
1	39280	41223	40081.9
2	38541	40180	39419.4
3	38292	39522	38917.1
4	38005	39097	38523.1
5	37819	38657	38198.5
6	37509	38217	37916.5
7	37344	37955	37691.3
8	37259	37847	37498.3
9	37130	37511	37339.7
10	37034	37376	37219.3
11	36966	37287	37120.9
12	36940	37160	37045.9
13	36920	37091	36990.7
14	36906	37047	36949.2
15	36905	37006	36925.3
16	36905	36935	36913.1
17	36905	36934	36906.8
18	36905	36908	36905
19	36905	36905	36905
trial...13
gene	min	max	ave
1	38833	41189	40054.5
2	38544	40045	39383.2
3	38309	39406	38901
4	37820	38934	38504.8
5	37643	38586	38188.7
6	37478	38323	37923.2
7	37410	38063	37686.4
8	37251	37810	37495.2
9	37165	37613	37342.2
10	37096	37404	37223.6
11	37005	37275	37127.7
12	36960	37164	37060.1
13	36938	37081	37012.5
14	36936	37047	36984.3
15	36908	37008	36965.7
16	36905	36997	36949.7
17	36905	36978	36936
18	36905	36962	36925
19	36905	36938	36915.9
20	36905	36936	36908.4
21	36905	36920	36905.2
22	36905	36905	36905
trial...14
gene	min	max	ave
1	39266	41095	40050
2	38594	40144	39402.7
3	38393	39443	38915.6
4	38109	38891	38548.7
5	37811	38638	38242.7
6	37671	38280	37982.1
7	37473	38006	37757.5
8	37282	37849	37572.4
9	37147	37600	37401.9
10	37056	37466	37251.9
11	36966	37316	37123.6
12	36923	37201	37032.4
13	36907	37063	36973.9
14	36907	36995	36937.4
15	36905	36956	36920.1
16	36905	36929	36913.1
17	36905	36920	36908.6
18	36905	36918	36905.8
19	36905	36905	36905
trial...15
gene	min	max	ave
1	39102	40884	40060.6
2	38691	40210	39408.3
3	38360	39571	38913.1
4	38084	38863	38521.8
5	37799	38537	38197.7
6	37533	38272	37936
7	37397	37999	37707.4
8	37205	37764	37521
9	37118	37552	37374
10	37018	37421	37246.7
11	36959	37304	37147.9
12	36924	37207	37064.3
13	36908	37108	36992.3
14	36906	37059	36938.5
15	36905	36962	36913.3
16	36905	36922	36907.3
17	36905	36908	36905.7
18	36905	36907	36905.2
19	36905	36907	36905
20	36905	36905	36905
trial...16
gene	min	max	ave
1	39165	41127	39991.5
2	38724	39940	39343.4
3	38006	39343	38835.7
4	37825	39016	38437.2
5	37665	38487	38115.8
6	37474	38132	37841.1
